Дата и время;N2;N1;P2;T1;N3;Qtg;V1;VoГГ;3.77F2;Fтк4;3F2;Tк.з.;Lm1;T638;V2;ТРК;dPfgo;dPf2;dPf1;T607;T606;T600;Рс2;Рс1;Fc2;F2;3F1;Fc3;F1;Pm;P615;2F2;Fкпа;Fцс;Fc4;2F1;T4ср
16.01.2022 14:34:00;11937;9095;14,37;-8,9;4602;4329;4,18;6,57;0,09;0,06;0,52;19,2;663,78;84,8;3,96;40,91;0,638;0,149;0,117;40,3;113,4;81;0,18;0,07;0,25;2,31;0,36;0,09;2,96;3;1,37;0,65;0,99;0,06;0,11;0,13;677,9
16.01.2022 14:35:00;11937;9095;14,36;-8,9;4600;4326;4,14;6,23;0,11;0,05;0,49;19,3;663,8;84,8;3,99;40,91;0,618;0,157;0,118;40,3;113,3;81;0,17;0,06;0,17;2,32;0,32;0,09;2,96;3;1,37;0,65;0,96;0,07;0,12;0,11;677,8
16.01.2022 14:36:00;11936;9095;14,33;-8,5;4600;4325;4,16;6,45;0,08;0,06;0,5;19,3;663,8;84,8;4;40,92;0,637;0,148;0,118;40,3;113,3;81;0,18;0,07;0,14;2,3;0,3;0,07;2,95;3,01;1,38;0,69;0,89;0,07;0,13;0,14;678
16.01.2022 14:37:00;11939;9094;14,32;-8,6;4602;4326;4,22;6,45;0,08;0,06;0,51;19,2;663,8;84,8;4,04;40,91;0,624;0,157;0,117;40,3;113,4;81;0,18;0,07;0,23;2,33;0,34;0,07;2,95;3,01;1,37;0,68;0,98;0,06;0,15;0,14;678
16.01.2022 14:38:00;11937;9096;14,35;-8,8;4599;4329;4,19;6,56;0,07;0,07;0,48;19,2;663,8;84,8;4,05;40,92;0,629;0,154;0,118;40,3;113,4;81;0,18;0,07;0,14;2,3;0,29;0,05;2,94;3,04;1,36;0,72;0,94;0,1;0,15;0,11;678,2
16.01.2022 14:39:00;11940;9100;14,35;-8,4;4601;4332;4,1;6,53;0,1;0,06;0,5;19,2;663,78;84,8;4,07;40,92;0,624;0,162;0,117;40,3;113,2;81;0,17;0,07;0,22;2,35;0,32;0,06;2,94;3,02;1,38;0,64;0,89;0,09;0,16;0,15;678,5
16.01.2022 14:40:00;11939;9097;14,32;-8,6;4600;4326;4,13;6,41;0,1;0,04;0,5;19,3;663,8;84,8;4,01;40,91;0,626;0,164;0,117;40,3;113,5;81;0,17;0,06;0,2;2,28;0,35;0,07;2,93;2,98;1,37;0,68;0,95;0,09;0,11;0,11;678,2
16.01.2022 14:41:00;11944;9098;14,32;-8,6;4600;4330;4,16;6,33;0,14;0,05;0,49;19,2;663,83;84,8;3,95;40,91;0,638;0,165;0,117;40,3;113,5;81;0,17;0,07;0,16;2,27;0,3;0,06;2,98;3,04;1,4;0,63;0,94;0,09;0,14;0,09;679,2
16.01.2022 14:42:00;11938;9092;14,36;-8,8;4603;4326;4,11;6,25;0,08;0,07;0,47;19,3;663,78;84,8;3,92;40,92;0,622;0,161;0,117;40,3;113,7;81;0,17;0,06;0,17;2,34;0,26;0,05;2,9;3;1,37;0,69;0,91;0,07;0,1;0,13;678,1
16.01.2022 14:43:00;11937;9099;14,37;-8,8;4599;4334;4,14;6,26;0,07;0,06;0,5;19,3;663,8;84,8;3,82;40,91;0,627;0,153;0,118;40,3;113,5;81;0,17;0,06;0,21;2,33;0,29;0,09;2,93;3;1,38;0,65;0,9;0,05;0,12;0,15;678
16.01.2022 14:44:00;11942;9098;14,36;-8,7;4601;4330;4,21;6,06;0,11;0,09;0,5;19,4;663,8;84,8;3,82;40,91;0,622;0,163;0,117;40,3;113,7;81;0,18;0,06;0,22;2,31;0,39;0,09;2,93;3,02;1,37;0,69;1,01;0,1;0,14;0,14;678,6
16.01.2022 14:45:00;11937;9096;14,36;-8,7;4604;4335;4,08;6,61;0,06;0,07;0,47;19,4;663,78;84,8;3,8;40,91;0,628;0,163;0,117;40,3;113,7;81;0,17;0,07;0,24;2,33;0,37;0,07;2,96;3,02;1,37;0,68;0,94;0,12;0,13;0,13;678,2
16.01.2022 14:46:00;11940;9097;14,38;-8,7;4601;4330;4,13;6,52;0,06;0,06;0,49;19,3;663,78;84,8;3,76;40,92;0,609;0,155;0,117;40,3;113,7;81;0,16;0,06;0,18;2,24;0,33;0,05;2,94;3,04;1,36;0,69;0,94;0,07;0,11;0,1;678,5
16.01.2022 14:47:00;11940;9099;14,36;-8,7;4602;4329;4,2;6,58;0,09;0,05;0,53;19,5;663,8;84,9;3,77;40,91;0,624;0,166;0,117;40,3;113,8;81;0,18;0,07;0,13;2,26;0,29;0,07;2,96;3;1,38;0,71;0,88;0,1;0,12;0,12;678,3
16.01.2022 14:48:00;11941;9096;14,38;-8,6;4601;4333;4,11;5,98;0,1;0,05;0,49;19,5;663,8;84,9;3,71;40,92;0,623;0,151;0,118;40,3;113,9;81,1;0,16;0,07;0,24;2,24;0,35;0,06;2,98;3,01;1,37;0,74;0,92;0,08;0,11;0,14;678,3
16.01.2022 14:49:00;11942;9100;14,38;-8,4;4602;4329;4,1;6,84;0,07;0,06;0,51;19,4;663,83;84,9;3,73;40,91;0,617;0,172;0,117;40,3;113,8;81;0,17;0,06;0,17;2,35;0,42;0,07;2,99;3,04;1,4;0,72;0,93;0,1;0,15;0,15;678,9
16.01.2022 14:50:00;11938;9096;14,39;-8,8;4602;4323;4,12;6,15;0,1;0,05;0,5;19,4;663,8;84,8;3,74;40,91;0,633;0,16;0,117;40,3;113,8;81;0,17;0,07;0,17;2,3;0,32;0,08;2,93;3,01;1,36;0,7;0,93;0,1;0,07;0,13;678,6
16.01.2022 14:51:00;11939;9097;14,34;-8,8;4601;4326;4,11;6,25;0,11;0,08;0,51;19,3;663,8;84,8;3,75;40,92;0,632;0,159;0,117;40,3;113,8;81,1;0,18;0,06;0,16;2,25;0,37;0,06;2,98;2,99;1,37;0,71;0,92;0,11;0,14;0,14;678,7
16.01.2022 14:52:00;11937;9095;14,34;-8,7;4602;4329;4,14;6,41;0,12;0,06;0,5;19,2;663,8;84,8;3,8;40,92;0,626;0,157;0,117;40,3;113,7;81,1;0,17;0,06;0,12;2,25;0,35;0,06;2,99;3,02;1,39;0,74;0,91;0,07;0,12;0,11;678,1
16.01.2022 14:53:00;11937;9097;14,36;-8,5;4601;4329;4,12;6,38;0,08;0,04;0,5;19,5;663,78;84,9;3,85;40,92;0,629;0,168;0,117;40,3;113,7;81,1;0,17;0,06;0,26;2,32;0,38;0,07;3;3,02;1,39;0,69;0,89;0,08;0,1;0,1;678,4
16.01.2022 14:54:00;11936;9095;14,34;-8,9;4597;4328;4,18;6,29;0,09;0,08;0,48;19,5;663,8;84,8;3,82;40,91;0,622;0,162;0,117;40,3;113,8;81;0,17;0,06;0,19;2,3;0,36;0,06;2,89;3,02;1,37;0,69;0,91;0,07;0,14;0,1;677,9
16.01.2022 14:55:00;11942;9097;14,32;-8,7;4599;4335;4,11;6,53;0,07;0,06;0,49;19,5;663,8;84,8;3,76;40,91;0,618;0,171;0,117;40,3;113,8;81,1;0,16;0,07;0,17;2,37;0,34;0,07;3;3,06;1,38;0,65;0,93;0,08;0,12;0,11;678,6
16.01.2022 14:56:00;11935;9091;14,31;-8,9;4598;4331;4,16;6,48;0,1;0,06;0,53;19,5;663,8;84,8;3,79;40,91;0,629;0,167;0,118;40,3;113,6;81;0,16;0,07;0,22;2,31;0,31;0,07;2,96;2,96;1,39;0,69;1,01;0,1;0,17;0,13;678,2
16.01.2022 14:57:00;11937;9096;14,35;-8,7;4599;4329;4,08;6,2;0,08;0,05;0,49;19,6;663,83;84,8;3,73;40,91;0,62;0,154;0,117;40,3;113,7;81;0,17;0,07;0,16;2,28;0,34;0,08;2,93;2,99;1,37;0,68;0,91;0,08;0,14;0,1;678
16.01.2022 14:58:00;11937;9096;14,34;-8,9;4601;4333;4,1;6,34;0,1;0,07;0,47;19,6;663,8;84,8;3,75;40,91;0,633;0,164;0,117;40,3;113,8;81;0,17;0,07;0,19;2,26;0,36;0,07;2,91;3,01;1,37;0,69;0,87;0,09;0,12;0,12;677,8
16.01.2022 14:59:00;11937;9092;14,38;-8,7;4601;4332;4,13;6,29;0,08;0,07;0,53;19,5;663,78;84,8;3,74;40,91;0,63;0,161;0,117;40,3;113,7;81;0,17;0,07;0,16;2,25;0,33;0,07;2,94;3,02;1,38;0,7;0,86;0,06;0,1;0,14;678,2
16.01.2022 15:00:00;11935;9095;14,35;-8,9;4601;4327;4,12;6,24;0,08;0,06;0,46;19,4;663,8;84,8;3,7;40,92;0,632;0,151;0,117;40,3;113,7;81;0,18;0,07;0,27;2,33;0,39;0,06;2,9;2,99;1,37;0,7;0,9;0,13;0,12;0,11;678
16.01.2022 15:01:00;11936;9095;14,35;-8,8;4601;4328;4,11;6,24;0,1;0,07;0,52;19,5;663,8;84,8;3,74;40,91;0,633;0,162;0,117;40,3;113,7;81;0,17;0,07;0,14;2,23;0,31;0,07;3,03;3,05;1,38;0,69;0,86;0,11;0,09;0,13;677,7
16.01.2022 15:02:00;11938;9097;14,38;-8,8;4602;4337;4,07;6,39;0,12;0,09;0,5;19,5;663,8;84,8;3,67;40,91;0,631;0,167;0,117;40,3;113,7;81;0,17;0,06;0,2;2,29;0,35;0,07;2,98;2,95;1,39;0,69;0,92;0,07;0,15;0,09;678,1
16.01.2022 15:03:00;11939;9094;14,33;-8,9;4600;4325;4,12;6,62;0,13;0,08;0,54;19,6;663,8;84,8;3,71;40,92;0,624;0,159;0,117;40,3;113,7;81;0,17;0,07;0,17;2,29;0,31;0,09;3,03;3,03;1,38;0,69;1;0,12;0,1;0,08;678,8
16.01.2022 15:04:00;11936;9093;14,34;-9;4600;4326;4,12;6,27;0,14;0,07;0,5;19,6;663,8;84,8;3,71;40,84;0,619;0,155;0,117;40,3;113,7;81;0,17;0,07;0,2;2,24;0,29;0,08;2,96;2,97;1,37;0,72;0,93;0,1;0,13;0,16;677,9
16.01.2022 15:05:00;11932;9091;14,32;-9;4602;4330;4,11;6,28;0,08;0,05;0,49;19,6;663,75;84,8;3,8;40,84;0,624;0,159;0,117;40,3;113,6;81;0,17;0,06;0,26;2,29;0,31;0,08;3,01;3,02;1,36;0,73;0,93;0,08;0,13;0,12;677,4
16.01.2022 15:06:00;11933;9093;14,36;-9,1;4598;4329;4,16;6,1;0,12;0,06;0,53;19,6;663,83;84,8;3,8;40,83;0,629;0,154;0,118;40,3;113,6;81;0,17;0,07;0,13;2,26;0,32;0,08;2,98;3,02;1,38;0,71;0,92;0,06;0,08;0,14;677,6
16.01.2022 15:07:00;11936;9092;14,38;-9;4602;4335;4,1;6,48;0,11;0,06;0,48;19,5;663,8;84,7;3,74;40,84;0,628;0,159;0,118;40,3;113,7;81;0,17;0,06;0,23;2,25;0,34;0,06;2,93;3,05;1,36;0,66;0,88;0,08;0,1;0,14;677,9
16.01.2022 15:08:00;11929;9086;14,31;-9;4601;4326;4;6;0,09;0,06;0,51;19,4;663,8;84,7;3,76;40,84;0,629;0,156;0,117;40,3;113,6;80,9;0,17;0,06;0,18;2,29;0,31;0,05;2,84;3,03;1,36;0,71;0,97;0,08;0,18;0,13;677,1
16.01.2022 15:09:00;11931;9088;14,33;-8,9;4597;4325;4,1;6,45;0,07;0,06;0,49;19,3;663,78;84,8;3,75;40,85;0,62;0,164;0,118;40,3;113,6;80,9;0,17;0,06;0,19;2,28;0,28;0,07;2,93;3,02;1,37;0,69;1,01;0,08;0,08;0,13;677,2
16.01.2022 15:10:00;11928;9084;14,33;-9;4597;4321;4,04;6,47;0,12;0,07;0,5;19,5;663,78;84,7;3,8;40,84;0,627;0,157;0,117;40,3;113,6;80,9;0,17;0,06;0,18;2,26;0,31;0,05;2,89;3,02;1,38;0,7;0,92;0,09;0,17;0,15;677
16.01.2022 15:11:00;11927;9086;14,34;-9,1;4597;4326;4,08;6,33;0,07;0,07;0,5;19,4;663,78;84,7;3,75;40,84;0,639;0,154;0,117;40,3;113,7;80,9;0,17;0,07;0,21;2,27;0,29;0,07;2,73;3;1,38;0,63;0,94;0,08;0,16;0,14;676,8
16.01.2022 15:12:00;11930;9088;14,32;-8,9;4598;4320;4,02;6,43;0,11;0,06;0,51;19,5;663,78;84,7;3,79;40,84;0,626;0,163;0,118;40,3;113,5;80,9;0,17;0,06;0,15;2,29;0,33;0,11;2,9;3,02;1,38;0,69;0,91;0,06;0,12;0,16;677,3
16.01.2022 15:13:00;11929;9086;14,33;-8,9;4595;4321;4,07;6,4;0,07;0,09;0,48;19,4;663,8;84,7;3,79;40,84;0,629;0,169;0,117;40,3;113,5;80,9;0,17;0,06;0,19;2,25;0,33;0,09;2,87;3,04;1,38;0,69;0,94;0,05;0,08;0,08;677,2
16.01.2022 15:14:00;11931;9087;14,32;-9;4601;4321;4,04;6,42;0,07;0,07;0,48;19,6;663,8;84,7;3,78;40,84;0,623;0,17;0,117;40,3;113,5;81;0,17;0,07;0,18;2,28;0,29;0,08;2,77;2,96;1,38;0,72;0,88;0,13;0,14;0,14;677,1
16.01.2022 15:15:00;11936;9087;14,32;-8,6;4598;4328;4,08;6,2;0,08;0,07;0,49;19,6;663,8;84,7;3,86;40,84;0,631;0,161;0,118;40,3;113,4;80,9;0,17;0,07;0,21;2,31;0,36;0,09;2,98;2,98;1,37;0,66;0,92;0,07;0,12;0,12;677,5
16.01.2022 15:16:00;11932;9091;14,34;-9,1;4600;4333;4,07;6,4;0,09;0,04;0,52;19,6;663,75;84,7;3,9;40,84;0,619;0,164;0,117;40,3;113,3;80,9;0,17;0,07;0,2;2,25;0,37;0,07;2,95;3,02;1,38;0,7;0,92;0,08;0,11;0,13;677,2
16.01.2022 15:17:00;11931;9089;14,34;-9;4599;4326;4,05;6,17;0,09;0,07;0,52;19,5;663,78;84,7;3,95;40,84;0,62;0,168;0,117;40,3;113,3;80,9;0,17;0,06;0,16;2,33;0,36;0,05;2,87;3,04;1,4;0,74;0,93;0,08;0,11;0,1;677,3
16.01.2022 15:18:00;11931;9085;14,33;-9;4599;4325;4,04;5,98;0,08;0,06;0,5;19,5;663,78;84,7;4,05;40,84;0,627;0,164;0,117;40,3;113,2;80,9;0,17;0,06;0,28;2,28;0,34;0,09;2,82;3;1,38;0,71;0,93;0,08;0,08;0,11;676,8
16.01.2022 15:19:00;11930;9089;14,36;-9;4598;4328;4,06;6,66;0,05;0,04;0,47;19,5;663,8;84,7;4,02;40,84;0,628;0,159;0,117;40,3;113,2;81;0,16;0,07;0,16;2,29;0,38;0,05;2,87;3,02;1,36;0,66;0,96;0,09;0,15;0,11;676,7
16.01.2022 15:20:00;11932;9090;14,33;-9,1;4599;4331;4,12;6,34;0,07;0,06;0,49;19,6;663,8;84,7;4,03;40,91;0,63;0,172;0,117;40,3;113,2;80,9;0,17;0,07;0,23;2,31;0,34;0,09;2,97;3,04;1,39;0,71;0,97;0,11;0,09;0,07;677,2
16.01.2022 15:21:00;11932;9092;14,35;-9,2;4601;4337;4,07;6,23;0,13;0,07;0,48;19,4;663,78;84,7;4;40,92;0,622;0,15;0,117;40,3;113,3;80,9;0,17;0,07;0,2;2,32;0,27;0,05;2,93;3;1,36;0,62;0,9;0,07;0,16;0,12;677,1
16.01.2022 15:22:00;11935;9093;14,35;-9,2;4598;4332;4,08;6,4;0,13;0,07;0,47;19,5;663,78;84,7;3,96;40,92;0,626;0,157;0,117;40,3;113,3;80,9;0,17;0,07;0,2;2,29;0,29;0,04;2,96;2,97;1,37;0,64;0,98;0,08;0,15;0,06;677,9
16.01.2022 15:23:00;11934;9093;14,33;-9;4599;4333;4,18;6,81;0,1;0,07;0,49;19,3;663,8;84,8;3,93;40,91;0,617;0,168;0,118;40,2;113,5;80,9;0,17;0,07;0,23;2,26;0,29;0,08;2,85;3,03;1,37;0,7;0,94;0,14;0,11;0,11;677,5
16.01.2022 15:24:00;11934;9094;14,34;-9;4600;4333;4,2;6,55;0,09;0,05;0,52;19,2;663,78;84,8;3,86;40,91;0,621;0,16;0,118;40,2;113,5;80,9;0,17;0,07;0,22;2,25;0,37;0,07;2,92;3;1,39;0,69;0,86;0,05;0,18;0,17;677,4
16.01.2022 15:25:00;11939;9097;14,35;-9;4603;4335;4,15;6,38;0,09;0,06;0,52;19,1;663,8;84,8;3,81;40,91;0,614;0,167;0,117;40,2;113,5;80,9;0,18;0,06;0,21;2,28;0,35;0,07;2,98;3,02;1,37;0,69;0,98;0,13;0,18;0,13;678,4
16.01.2022 15:26:00;11938;9097;14,31;-8,9;4602;4331;4,13;6,42;0,11;0,1;0,5;19,2;663,78;84,8;3,8;40,91;0,611;0,155;0,117;40,2;113,5;80,9;0,17;0,07;0,18;2,33;0,32;0,05;2,88;2,99;1,38;0,71;0,97;0,1;0,16;0,17;678,1
16.01.2022 15:27:00;11935;9095;14,35;-9;4603;4335;4,18;6,54;0,09;0,07;0,49;19,4;663,83;84,8;3,76;40,91;0,613;0,162;0,117;40,2;113,7;80,9;0,17;0,07;0,15;2,24;0,28;0,1;2,95;3,03;1,36;0,71;0,92;0,08;0,14;0,12;677,8
16.01.2022 15:28:00;11935;9095;14,35;-8,9;4601;4330;4,16;6,3;0,09;0,08;0,46;19,4;663,8;84,8;3,76;40,91;0,619;0,172;0,117;40,2;113,6;81;0,17;0,07;0,15;2,35;0,32;0,05;2,91;2,96;1,38;0,69;0,86;0,09;0,16;0,12;677,7
16.01.2022 15:29:00;11934;9091;14,32;-9;4598;4322;4,15;6,4;0,1;0,07;0,49;19,3;663,8;84,8;3,79;40,91;0,626;0,165;0,118;40,2;113,6;80,9;0,17;0,07;0,21;2,32;0,37;0,07;2,9;3;1,39;0,7;0,88;0,07;0,12;0,1;677,8
16.01.2022 15:30:00;11932;9089;14,33;-9;4596;4323;4,11;6,36;0,1;0,08;0,49;19,3;663,8;84,8;3,74;40,92;0,608;0,169;0,118;40,2;113,6;80,9;0,17;0,07;0,18;2,3;0,34;0,08;2,93;3;1,39;0,68;0,88;0,05;0,08;0,11;677,1
16.01.2022 15:31:00;11939;9094;14,32;-8,8;4599;4324;4,15;6,18;0,08;0,08;0,48;19,4;663,8;84,8;3,73;40,91;0,619;0,171;0,118;40,2;113,6;80,9;0,18;0,07;0,14;2,31;0,34;0,05;2,98;3,02;1,38;0,71;0,93;0,08;0,16;0,11;678,1
16.01.2022 15:32:00;11938;9095;14,34;-8,7;4596;4332;4,19;6,33;0,05;0,08;0,47;19,4;663,8;84,8;3,74;40,91;0,621;0,151;0,117;40,2;113,6;81;0,16;0,06;0,14;2,34;0,34;0,08;2,91;3,02;1,37;0,7;0,95;0,08;0,14;0,1;678
16.01.2022 15:33:00;11938;9095;14,34;-8,7;4596;4332;4,19;6,33;0,05;0,08;0,47;19,4;663,8;84,8;3,74;40,91;0,621;0,151;0,117;40,2;113,6;81;0,16;0,06;0,14;2,34;0,34;0,08;2,91;3,02;1,37;0,7;0,95;0,08;0,14;0,1;678
16.01.2022 15:34:00;11934;9094;14,34;-9,1;4600;4326;4,14;6,28;0,11;0,07;0,48;19,4;663,8;84,8;3,74;40,91;0,617;0,17;0,117;40,3;113,6;81;0,17;0,07;0,19;2,24;0,3;0,08;2,94;2,98;1,38;0,68;0,9;0,1;0,12;0,15;677,6
16.01.2022 15:35:00;11932;9092;14,37;-8,9;4599;4333;4,1;6,12;0,11;0,06;0,5;19,3;663,83;84,8;3,68;40,91;0,618;0,152;0,118;40,2;113,7;80,9;0,18;0,07;0,2;2,27;0,28;0,04;2,98;3,03;1,35;0,71;1;0,09;0,13;0,09;677,5
16.01.2022 15:36:00;11934;9095;14,36;-8,9;4601;4331;4,1;6,53;0,07;0,05;0,49;19,3;663,83;84,8;3,78;40,91;0,619;0,172;0,117;40,3;113,7;81;0,17;0,07;0,15;2,28;0,28;0,07;3,01;3,01;1,39;0,74;0,97;0,07;0,16;0,12;678
16.01.2022 15:37:00;11935;9095;14,37;-9,1;4601;4315;4,05;6,46;0,06;0,08;0,47;19,3;663,83;84,8;3,7;40,92;0,617;0,16;0,117;40,2;113,6;81;0,16;0,07;0,25;2,28;0,44;0,07;2,97;3,04;1,37;0,66;0,97;0,12;0,08;0,11;677,7
16.01.2022 15:38:00;11936;9096;14,37;-9;4600;4337;4,16;6,25;0,1;0,11;0,52;19,1;663,78;84,8;3,75;40,92;0,618;0,171;0,118;40,3;113,6;80,9;0,17;0,07;0,19;2,26;0,4;0,06;2,91;3,02;1,37;0,69;0,9;0,07;0,14;0,19;677,8
16.01.2022 15:39:00;11936;9094;14,35;-8,9;4599;4335;4,13;6,5;0,11;0,06;0,46;19,1;663,75;84,8;3,7;40,92;0,626;0,164;0,117;40,3;113,6;81;0,17;0,07;0,34;2,27;0,38;0,08;2,89;3,04;1,38;0,68;0,94;0,08;0,14;0,09;677,7
16.01.2022 15:40:00;11937;9095;14,36;-8,9;4600;4336;4,14;6,43;0,13;0,1;0,49;19,2;663,78;84,8;3,74;40,92;0,62;0,162;0,118;40,3;113,6;80,9;0,17;0,06;0,21;2,25;0,29;0,09;3;2,99;1,39;0,69;0,93;0,11;0,08;0,14;678,2
16.01.2022 15:41:00;11937;9096;14,39;-8,9;4602;4332;4,12;6,58;0,07;0,06;0,48;19,3;663,78;84,8;3,78;40,91;0,62;0,16;0,117;40,3;113,7;81;0,17;0,07;0,25;2,33;0,35;0,07;3,01;3,02;1,38;0,71;0,93;0,12;0,12;0,1;677,6
16.01.2022 15:42:00;11940;9097;14,35;-9;4601;4330;4,13;6,51;0,09;0,07;0,51;19,2;663,78;84,8;3,77;40,91;0,619;0,156;0,117;40,3;113,5;81;0,17;0,06;0,2;2,33;0,35;0,08;2,99;3,05;1,38;0,7;0,94;0,09;0,13;0,1;678,7
16.01.2022 15:43:00;11936;9093;14,34;-8,7;4602;4328;4,11;6,11;0,09;0,08;0,48;19,3;663,78;84,8;3,72;40,92;0,615;0,171;0,117;40,3;113,7;81;0,18;0,07;0,27;2,29;0,31;0,05;2,93;3,01;1,38;0,7;0,9;0,08;0,16;0,12;678
16.01.2022 15:44:00;11934;9091;14,37;-8,8;4601;4328;4,11;6,19;0,13;0,08;0,45;19,4;663,8;84,9;3,75;40,91;0,619;0,165;0,117;40,3;113,6;80,9;0,16;0,06;0,2;2,25;0,33;0,11;2,98;2,99;1,38;0,67;0,92;0,05;0,14;0,11;677,6
16.01.2022 15:45:00;11934;9091;14,34;-8,9;4599;4333;4,1;5,99;0,09;0,1;0,46;19,5;663,83;85;3,76;40,91;0,616;0,151;0,117;40,3;113,5;81;0,17;0,07;0,16;2,2;0,44;0,07;2,91;3,05;1,38;0,67;0,95;0,05;0,1;0,08;677,7
16.01.2022 15:46:00;11934;9092;14,36;-8,7;4599;4325;4,15;6,15;0,12;0,07;0,47;19,7;663,83;85;3,75;40,91;0,621;0,153;0,117;40,3;113,7;81;0,16;0,07;0,21;2,28;0,32;0,08;2,97;3;1,38;0,68;0,92;0,12;0,1;0,09;677,8
16.01.2022 15:47:00;11933;9092;14,38;-8,8;4601;4328;4,09;6,3;0,09;0,04;0,46;19,5;663,8;85;3,71;40,91;0,617;0,154;0,117;40,3;113,6;81;0,17;0,07;0,2;2,29;0,36;0,06;2,96;2,97;1,37;0,69;0,88;0,07;0,19;0,1;677,4
16.01.2022 15:48:00;11939;9095;14,34;-8,8;4597;4331;4,11;6,17;0,08;0,06;0,45;19,5;663,78;85;3,74;40,92;0,628;0,162;0,117;40,3;113,6;81;0,16;0,07;0,18;2,26;0,34;0,06;3,01;2,98;1,37;0,64;0,91;0,09;0,13;0,07;678,3
16.01.2022 15:49:00;11932;9089;14,35;-9;4602;4325;4,06;6,39;0,12;0,05;0,49;19,5;663,83;85,1;3,76;40,91;0,633;0,164;0,117;40,3;113,7;81;0,17;0,07;0,13;2,15;0,32;0,07;2,93;2,98;1,36;0,68;0,87;0,08;0,07;0,11;677,1
16.01.2022 15:50:00;11937;9096;14,34;-8,7;4598;4331;4,12;6,32;0,09;0,07;0,47;19,4;663,78;85,1;3,76;40,91;0,638;0,159;0,118;40,3;113,7;81;0,17;0,07;0,13;2,24;0,36;0,09;2,95;3,02;1,37;0,67;0,98;0,11;0,19;0,07;677,7
16.01.2022 15:51:00;11936;9093;14,33;-8,8;4600;4323;4,09;6,67;0,07;0,08;0,46;19,3;663,8;85,2;3,75;40,91;0,64;0,173;0,117;40,3;113,7;81;0,17;0,07;0,24;2,11;0,31;0,09;2,94;3,01;1,38;0,76;0,93;0,1;0,09;0,09;677,4
16.01.2022 15:52:00;11935;9093;14,36;-8,9;4600;4331;4,08;6,41;0,07;0,05;0,47;19,3;663,83;85,2;3,77;40,91;0,631;0,152;0,117;40,3;113,6;81;0,17;0,06;0,2;2,19;0,35;0,07;2,93;3,04;1,38;0,74;0,94;0,09;0,12;0,11;677,9
16.01.2022 15:53:00;11936;9097;14,38;-8,8;4601;4336;4,11;6,51;0,13;0,06;0,48;19,4;663,8;85,2;3,74;40,91;0,625;0,155;0,118;40,3;113,6;81;0,17;0,06;0,24;2,16;0,34;0,06;3;3;1,36;0,68;0,94;0,1;0,1;0,12;678
16.01.2022 15:54:00;11938;9097;14,36;-8,9;4600;4330;4,1;6,61;0,09;0,09;0,46;19,3;663,83;85,2;3,72;40,91;0,624;0,166;0,117;40,3;113,6;81;0,17;0,07;0,16;2,16;0,35;0,07;2,91;3,05;1,4;0,72;0,94;0,06;0,18;0,08;678,6
16.01.2022 15:55:00;11937;9095;14,36;-8,7;4600;4330;4,12;6,51;0,07;0,07;0,48;19,3;663,83;85,2;3,74;40,92;0,625;0,156;0,117;40,3;113,6;81;0,17;0,07;0,21;2,18;0,33;0,07;2,95;3,02;1,37;0,72;0,89;0,11;0,12;0,08;678,2
16.01.2022 15:56:00;11940;9098;14,35;-8,9;4602;4335;4,09;6,37;0,1;0,09;0,45;19,4;663,83;85,3;3,74;40,91;0,624;0,152;0,117;40,3;113,6;81;0,17;0,07;0,16;2,23;0,32;0,05;2,99;3,04;1,37;0,72;0,96;0,1;0,11;0,12;679,1
16.01.2022 15:57:00;11941;9099;14,36;-9;4600;4337;4,1;6,45;0,12;0,06;0,46;19,5;663,8;85,2;3,7;40,91;0,637;0,162;0,117;40,3;113,7;81;0,17;0,07;0,16;2,21;0,34;0,09;3,03;3,03;1,36;0,7;0,98;0,07;0,18;0,07;678,5
16.01.2022 15:58:00;11938;9097;14,34;-8,8;4602;4332;4,16;6,45;0,13;0,06;0,47;19,6;663,83;85,3;3,73;40,91;0,625;0,166;0,117;40,3;113,6;81;0,16;0,06;0,12;2,2;0,31;0,06;3,06;3,03;1,37;0,68;0,86;0,08;0,11;0,13;678,2
16.01.2022 15:59:00;11942;9099;14,35;-8,8;4602;4332;4,12;6,07;0,12;0,11;0,44;19,5;663,86;85,3;3,77;40,91;0,63;0,147;0,117;40,3;113,8;81;0,17;0,07;0,24;2,16;0,34;0,05;3,01;3,03;1,36;0,71;0,93;0,11;0,14;0,12;678,6
16.01.2022 16:00:00;11939;9094;14,38;-8,7;4602;4334;4,1;6,5;0,07;0,07;0,45;19,4;663,8;85,2;3,76;40,91;0,617;0,156;0,117;40,3;113,8;81;0,16;0,07;0,27;2,22;0,34;0,06;2,92;3,05;1,37;0,71;0,94;0,13;0,14;0,1;678,4
16.01.2022 16:01:00;11935;9091;14,35;-8,6;4599;4330;4,1;6,32;0,06;0,07;0,48;19,6;663,83;85,2;3,79;40,91;0,639;0,156;0,118;40,3;113,8;81;0,17;0,07;0,18;2,24;0,3;0,06;2,94;3,01;1,38;0,68;0,89;0,07;0,15;0,1;678,2
16.01.2022 16:02:00;11940;9095;14,33;-8,5;4600;4332;4,07;6,13;0,09;0,08;0,45;19,5;663,83;85,3;3,82;40,91;0,639;0,151;0,117;40,3;113,7;81,1;0,17;0,07;0,2;2,2;0,41;0,07;2,98;2,97;1,38;0,72;0,96;0,09;0,1;0,13;678,7
