Дата и время;N2;N1;P2;T1;N3;Qtg;V1;VoГГ;3.77F2;Fтк4;3F2;Tк.з.;Lm1;T638;V2;ТРК;dPfgo;dPf2;dPf1;T607;T606;T600;Рс2;Рс1;Fc2;F2;3F1;Fc3;F1;Pm;P615;2F2;Fкпа;Fцс;Fc4;2F1;T4ср
16.01.2022 10:15:00;11911;9069;14,28;-9,8;4597;4297;3,96;6,56;0,13;0,06;0,51;18,5;663,83;84,4;3,83;40,63;0,636;0,171;0,117;40,2;112,6;80,5;0,17;0,07;0,22;2,03;0,41;0,05;2,8;2,96;1,39;0,7;1,05;0,09;0,18;0,1;674,2
16.01.2022 10:16:00;11909;9069;14,31;-9,8;4601;4296;3,9;6,57;0,09;0,05;0,45;18,4;663,83;84,4;3,78;40,61;0,618;0,17;0,117;40,2;112,6;80,5;0,17;0,07;0,19;2,04;0,38;0,06;2,78;3,01;1,39;0,69;1,03;0,12;0,14;0,15;674
16.01.2022 10:17:00;11909;9069;14,29;-9,6;4598;4302;3,87;6,59;0,11;0,06;0,46;18,6;663,83;84,4;3,73;40,62;0,625;0,164;0,117;40,2;112,7;80,6;0,17;0,06;0,22;2,03;0,35;0,07;2,75;3,04;1,38;0,65;0,98;0,07;0,09;0,09;674,1
16.01.2022 10:18:00;11912;9069;14,31;-9,8;4598;4300;3,9;5,87;0,08;0,06;0,49;18,7;663,83;84,4;3,72;40,62;0,632;0,164;0,117;40,2;112,9;80,6;0,17;0,07;0,16;2,02;0,42;0,06;2,8;3,03;1,38;0,62;0,96;0,08;0,16;0,12;674,6
16.01.2022 10:19:00;11910;9070;14,3;-9,8;4598;4299;3,97;6,43;0,06;0,09;0,47;18,8;663,83;84,4;3,72;40,63;0,628;0,169;0,117;40,2;112,8;80,6;0,17;0,07;0,24;2,04;0,39;0,05;2,77;3,01;1,38;0,65;1,04;0,08;0,11;0,12;674,5
16.01.2022 10:20:00;11911;9069;14,26;-9,7;4598;4298;3,94;6,45;0,1;0,07;0,48;18,7;663,83;84,4;3,72;40,62;0,635;0,153;0,118;40,2;112,8;80,6;0,17;0,07;0,2;2,09;0,41;0,1;2,83;3,03;1,38;0,68;1,07;0,06;0,17;0,17;674,4
16.01.2022 10:21:00;11916;9075;14,3;-9,8;4598;4301;3,94;6,2;0,11;0,04;0,46;18,7;663,83;84,4;3,68;40,63;0,621;0,166;0,117;40,2;112,8;80,6;0,17;0,06;0,27;2,04;0,42;0,07;2,81;3,05;1,39;0,68;1,01;0,08;0,15;0,13;675
16.01.2022 10:22:00;11917;9075;14,28;-9,6;4599;4301;3,88;6,81;0,12;0,1;0,49;18,7;663,83;84,4;3,64;40,62;0,632;0,171;0,117;40,2;113;80,6;0,17;0,07;0,11;2,09;0,41;0,06;2,75;2,99;1,39;0,67;1,01;0,13;0,16;0,11;675,3
16.01.2022 10:23:00;11914;9074;14,31;-9,9;4600;4303;3,89;6,2;0,09;0,07;0,48;18,7;663,83;84,4;3,65;40,62;0,611;0,168;0,118;40,2;112,9;80,6;0,17;0,07;0,23;2,06;0,43;0,06;2,73;2,99;1,37;0,69;0,95;0,09;0,11;0,06;675
16.01.2022 10:24:00;11911;9068;14,28;-9,5;4594;4294;3,86;6,35;0,13;0,06;0,52;18,9;663,8;84,4;3,65;40,64;0,61;0,153;0,117;40,2;112,8;80,6;0,17;0,07;0,17;1,98;0,43;0,07;2,78;3;1,37;0,67;1,03;0,11;0,14;0,13;674,3
16.01.2022 10:25:00;11910;9069;14,32;-9,9;4599;4301;3,85;5,76;0,1;0,06;0,48;19,1;663,8;84,4;3,68;40,64;0,619;0,163;0,118;40,2;112,9;80,5;0,17;0,07;0,17;2,02;0,43;0,07;2,78;2,99;1,38;0,67;0,98;0,09;0,16;0,09;674,1
16.01.2022 10:26:00;11908;9065;14,27;-9,7;4599;4298;3,91;6,29;0,08;0,06;0,47;18,8;663,83;84,4;3,62;40,72;0,632;0,158;0,117;40,2;112,8;80,6;0,17;0,06;0,23;1,97;0,41;0,07;2,78;3,03;1,37;0,67;1,02;0,13;0,17;0,14;674
16.01.2022 10:27:00;11915;9071;14,28;-9,7;4599;4300;3,85;6,04;0,07;0,1;0,49;18,8;663,8;84,4;3,65;40,71;0,63;0,155;0,117;40,2;112,8;80,6;0,17;0,07;0,15;2,05;0,45;0,05;2,72;2,98;1,37;0,67;0,94;0,09;0,15;0,12;675,4
16.01.2022 10:28:00;11912;9071;14,3;-9,9;4603;4305;3,88;6,33;0,06;0,05;0,48;19;663,83;84,4;3,69;40,72;0,618;0,159;0,117;40,2;112,9;80,5;0,16;0,07;0,28;2,09;0,35;0,07;2,73;3,03;1,37;0,7;0,94;0,07;0,17;0,09;674,9
16.01.2022 10:29:00;11913;9073;14,31;-10;4600;4298;3,9;6,51;0,07;0,05;0,49;18,9;663,83;84,4;3,74;40,71;0,62;0,161;0,117;40,2;112,9;80,6;0,17;0,06;0,25;2,04;0,39;0,08;2,79;3,02;1,37;0,68;0,92;0,1;0,11;0,14;675,1
16.01.2022 10:30:00;11912;9072;14,29;-9,7;4601;4304;3,93;6,22;0,09;0,06;0,5;18,8;663,83;84,4;3,79;40,73;0,625;0,156;0,117;40,2;112,9;80,6;0,17;0,06;0,13;2,06;0,39;0,08;2,74;3;1,38;0,68;0,92;0,04;0,17;0,13;674,7
16.01.2022 10:31:00;11912;9073;14,3;-10;4601;4300;3,9;6,27;0,12;0,07;0,49;18,8;663,83;84,4;3,79;40,73;0,635;0,152;0,117;40,2;112,9;80,6;0,17;0,07;0,13;2,05;0,38;0,08;2,82;2,98;1,38;0,63;0,96;0,06;0,15;0,13;674,9
16.01.2022 10:32:00;11912;9073;14,32;-9,6;4602;4305;3,89;6,02;0,09;0,07;0,48;18,8;663,83;84,4;3,73;40,72;0,617;0,155;0,117;40,2;112,8;80,6;0,17;0,07;0,22;2,02;0,41;0,05;2,75;2,99;1,38;0,65;0,95;0,1;0,17;0,17;674,6
16.01.2022 10:33:00;11914;9074;14,3;-9,8;4601;4308;3,89;6,47;0,06;0,07;0,47;19;663,86;84,4;3,7;40,73;0,616;0,161;0,117;40,2;112,9;80,6;0,17;0,07;0,22;2,02;0,43;0,05;2,8;3,01;1,37;0,71;0,99;0,06;0,14;0,18;674,6
16.01.2022 10:34:00;11911;9072;14,29;-10;4600;4305;3,92;6,08;0,08;0,05;0,45;18,9;663,83;84,4;3,67;40,72;0,633;0,176;0,117;40,2;112,8;80,6;0,17;0,07;0,22;2,04;0,38;0,08;2,75;2,98;1,39;0,71;0,98;0,08;0,17;0,17;674,6
16.01.2022 10:35:00;11918;9081;14,31;-9,7;4601;4310;3,92;6,04;0,08;0,08;0,5;18,8;663,86;84,5;3,73;40,72;0,62;0,176;0,117;40,2;112,9;80,6;0,17;0,07;0,14;2,05;0,34;0,07;2,75;2,95;1,4;0,68;0,99;0,15;0,1;0,19;675
16.01.2022 10:36:00;11914;9075;14,32;-10;4603;4310;3,93;6,44;0,09;0,07;0,49;18,8;663,86;84,4;3,73;40,72;0,601;0,163;0,117;40,2;112,8;80,6;0,17;0,07;0,12;2,07;0,36;0,07;2,8;3,02;1,38;0,72;0,96;0,11;0,1;0,21;674,7
16.01.2022 10:37:00;11914;9076;14,29;-9,7;4603;4312;3,9;6,26;0,1;0,05;0,48;18,7;663,83;84,5;3,68;40,72;0,62;0,154;0,117;40,2;112,9;80,6;0,17;0,07;0,24;2,11;0,44;0,08;2,76;3,04;1,38;0,72;0,92;0,09;0,11;0,16;674,7
16.01.2022 10:38:00;11918;9079;14,3;-9,8;4601;4310;3,89;6,36;0,08;0,05;0,47;18,8;663,8;84,5;3,71;40,73;0,625;0,159;0,117;40,2;112,9;80,6;0,17;0,07;0,25;2,09;0,33;0,06;2,75;3;1,37;0,68;1;0,07;0,14;0,17;675
16.01.2022 10:39:00;11913;9076;14,31;-9,8;4603;4312;3,9;6,02;0,12;0,06;0,5;18,9;663,78;84,4;3,65;40,72;0,608;0,158;0,117;40,2;113;80,6;0,16;0,06;0,14;2,1;0,35;0,1;2,77;3,02;1,39;0,65;0,91;0,09;0,07;0,18;674,7
16.01.2022 10:40:00;11912;9075;14,3;-10;4600;4306;3,92;6,28;0,12;0,07;0,5;18,9;663,8;84,4;3,72;40,72;0,617;0,168;0,117;40,2;113;80,6;0,17;0,07;0,11;2,12;0,41;0,05;2,72;3,05;1,38;0,62;0,94;0,05;0,16;0,16;674,3
16.01.2022 10:41:00;11909;9073;14,27;-10,1;4599;4310;3,95;6,31;0,11;0,06;0,48;18,9;663,83;84,4;3,77;40,71;0,638;0,155;0,117;40,2;112,9;80,6;0,17;0,07;0,24;2,09;0,38;0,08;2,78;3,02;1,37;0,7;1,02;0,07;0,12;0,18;674,1
16.01.2022 10:42:00;11912;9075;14,28;-10,1;4599;4304;3,9;6,28;0,11;0,05;0,47;18,9;663,8;84,4;3,71;40,72;0,626;0,162;0,117;40,2;112,8;80,5;0,17;0,06;0,14;2,02;0,44;0,07;2,81;3;1,36;0,7;0,96;0,07;0,12;0,15;674,2
16.01.2022 10:43:00;11911;9072;14,29;-10,1;4598;4298;3,9;6,29;0,06;0,07;0,48;19;663,8;84,3;3,71;40,72;0,628;0,157;0,117;40,2;112,8;80,5;0,17;0,07;0,25;2,02;0,34;0,06;2,73;3;1,38;0,65;0,95;0,07;0,11;0,15;674,4
16.01.2022 10:44:00;11908;9069;14,29;-10,1;4600;4303;3,99;6,42;0,08;0,05;0,51;18,8;663,8;84,3;3,67;40,72;0,635;0,166;0,117;40,2;112,8;80,5;0,17;0,07;0,23;2;0,4;0,06;2,75;3;1,38;0,68;0,95;0,08;0,07;0,16;673,6
16.01.2022 10:45:00;11906;9067;14,3;-10,2;4598;4300;3,94;6,33;0,08;0,07;0,49;18,9;663,8;84,4;3,7;40,73;0,635;0,153;0,117;40,2;112,7;80,5;0,16;0,06;0,18;2,1;0,4;0,06;2,73;2,96;1,37;0,63;0,95;0,08;0,15;0,14;673,8
16.01.2022 10:46:00;11910;9071;14,32;-9,8;4600;4300;3,95;6,42;0,07;0,04;0,5;18,9;663,83;84,4;3,71;40,72;0,633;0,156;0,117;40,2;112,7;80,5;0,17;0,07;0,19;2,11;0,33;0,05;2,76;3,01;1,38;0,71;0,96;0,07;0,14;0,16;674,1
16.01.2022 10:47:00;11910;9071;14,31;-10,1;4600;4304;3,94;6,69;0,12;0,08;0,47;18,9;663,8;84,4;3,77;40,73;0,64;0,155;0,117;40,2;112,8;80,5;0,17;0,06;0,26;1,97;0,44;0,06;2,75;3,04;1,38;0,67;0,95;0,11;0,17;0,16;673,9
16.01.2022 10:48:00;11910;9073;14,31;-9,8;4599;4305;3,9;6,23;0,08;0,06;0,47;19;663,78;84,4;3,71;40,72;0,638;0,164;0,117;40,2;112,8;80,5;0,17;0,07;0,2;2,06;0,42;0,07;2,69;3,02;1,36;0,71;0,92;0,08;0,15;0,16;674,2
16.01.2022 10:49:00;11910;9072;14,3;-10,2;4600;4309;3,9;6,55;0,08;0,08;0,49;19;663,8;84,4;3,75;40,72;0,645;0,158;0,117;40,2;112,8;80,5;0,17;0,06;0,16;2,06;0,41;0,08;2,74;2,99;1,37;0,65;0,96;0,06;0,16;0,18;674,1
16.01.2022 10:50:00;11910;9075;14,31;-10,1;4604;4308;3,94;6,14;0,1;0,06;0,49;18,9;663,86;84,4;3,65;40,72;0,626;0,162;0,117;40,2;112,8;80,5;0,17;0,06;0,25;2,06;0,35;0,08;2,84;2,99;1,37;0,67;0,98;0,1;0,15;0,22;673,9
16.01.2022 10:51:00;11909;9071;14,33;-10,1;4598;4308;3,99;6,53;0,08;0,1;0,49;18,8;663,83;84,4;3,68;40,72;0,65;0,163;0,117;40,2;112,7;80,5;0,18;0,07;0,24;2,05;0,34;0,07;2,69;2,99;1,38;0,67;0,94;0,06;0,22;0,15;674
16.01.2022 10:52:00;11909;9071;14,33;-10,1;4598;4308;3,99;6,53;0,08;0,1;0,49;18,8;663,83;84,4;3,68;40,72;0,65;0,163;0,117;40,2;112,7;80,5;0,18;0,07;0,24;2,05;0,34;0,07;2,69;2,99;1,38;0,67;0,94;0,06;0,22;0,15;674
16.01.2022 10:53:00;11910;9075;14,32;-10,1;4598;4307;3,92;6,52;0,07;0,07;0,5;18,7;663,8;84,4;3,73;40,72;0,635;0,158;0,117;40,3;112,8;80,5;0,17;0,07;0,2;2;0,38;0,06;2,75;3,04;1,37;0,7;0,92;0,08;0,14;0,14;674,3
16.01.2022 10:54:00;11912;9075;14,31;-9,5;4599;4307;3,91;6,24;0,1;0,07;0,49;18,7;663,8;84,4;3,81;40,73;0,621;0,166;0,117;40,2;112,6;80,5;0,17;0,07;0,19;2,07;0,38;0,09;2,58;3,06;1,37;0,67;0,92;0,07;0,09;0,14;674,7
16.01.2022 10:55:00;11912;9074;14,32;-9,8;4601;4307;3,91;6,33;0,1;0,08;0,5;18,7;663,83;84,4;3,85;40,72;0,634;0,164;0,117;40,2;112,7;80,6;0,17;0,07;0,22;2,11;0,39;0,06;2,67;3;1,37;0,65;0,84;0,07;0,12;0,16;674,3
16.01.2022 10:56:00;11910;9073;14,32;-9,8;4602;4308;3,91;6,33;0,1;0,08;0,5;18,7;663,83;84,4;3,85;40,72;0,634;0,164;0,117;40,2;112,7;80,6;0,17;0,07;0,22;2,11;0,39;0,06;2,67;3;1,37;0,65;0,84;0,07;0,12;0,16;674,3
16.01.2022 10:57:00;11917;9081;14,31;-9,8;4600;4311;3,93;6,5;0,05;0,03;0,45;18,8;663,8;84,4;3,75;40,72;0,628;0,161;0,117;40,2;112,7;80,6;0,17;0,07;0,18;2,1;0,4;0,07;2,74;2,99;1,36;0,62;0,96;0,08;0,15;0,17;675,3
16.01.2022 10:58:00;11911;9074;14,28;-10,2;4601;4312;3,89;6,69;0,1;0,07;0,51;18,6;663,83;84,4;3,79;40,72;0,623;0,17;0,117;40,3;112,7;80,5;0,17;0,06;0,23;2,01;0,44;0,09;2,73;2,99;1,39;0,7;0,97;0,09;0,1;0,15;674,2
16.01.2022 10:59:00;11915;9077;14,32;-9,8;4600;4304;3,85;6,06;0,09;0,07;0,48;18,6;663,8;84,4;3,86;40,72;0,628;0,162;0,117;40,2;112,8;80,5;0,17;0,06;0,21;2,1;0,38;0,09;2,7;3;1,39;0,67;0,97;0,09;0,15;0,12;674,5
16.01.2022 11:00:00;11914;9074;14,29;-9,8;4601;4303;3,85;5,96;0,09;0,08;0,46;18,5;663,8;84,4;3,8;40,73;0,628;0,162;0,117;40,2;112,8;80,6;0,17;0,06;0,24;2,09;0,37;0,04;2,7;3;1,39;0,66;0,9;0,1;0,13;0,12;675
16.01.2022 11:01:00;11911;9075;14,31;-10;4601;4307;3,94;5,92;0,1;0,05;0,51;18,9;663,83;84,4;3,84;40,72;0,624;0,158;0,117;40,3;112,8;80,5;0,17;0,07;0,18;2,05;0,38;0,05;2,7;3,07;1,39;0,68;0,92;0,1;0,14;0,17;674,2
16.01.2022 11:02:00;11908;9071;14,31;-10,2;4598;4305;3,85;6,09;0,1;0,05;0,47;18,8;663,83;84,4;3,84;40,73;0,632;0,158;0,117;40,2;112,7;80,5;0,17;0,07;0,27;2,05;0,36;0,06;2,73;3,02;1,36;0,67;0,92;0,09;0,14;0,18;674,1
16.01.2022 11:03:00;11907;9068;14,3;-9,9;4600;4309;3,86;5,87;0,07;0,05;0,5;18,7;663,8;84,4;3,8;40,72;0,63;0,149;0,117;40,3;112,8;80,5;0,17;0,07;0,18;2,14;0,37;0,07;2,73;2,98;1,37;0,67;0,95;0,06;0,13;0,1;674,2
16.01.2022 11:04:00;11908;9068;14,3;-10,1;4599;4309;3,9;6,44;0,12;0,07;0,47;18,7;663,83;84,4;3,74;40,72;0,623;0,16;0,117;40,3;112,8;80,6;0,17;0,07;0,16;2,08;0,38;0,09;2,79;3,04;1,36;0,66;0,92;0,07;0,11;0,16;674,2
16.01.2022 11:05:00;11908;9068;14,3;-10,1;4599;4309;3,9;6,44;0,12;0,07;0,47;18,7;663,83;84,4;3,74;40,72;0,623;0,16;0,117;40,3;112,8;80,6;0,17;0,07;0,16;2,08;0,38;0,09;2,79;3,04;1,36;0,66;0,92;0,07;0,11;0,16;674,2
16.01.2022 11:06:00;11912;9075;14,32;-10,2;4600;4310;3,98;6,07;0,07;0,09;0,47;18,4;663,83;84,3;3,73;40,72;0,639;0,166;0,117;40,3;112,7;80,5;0,17;0,07;0,2;2,1;0,38;0,08;2,79;3,07;1,38;0,67;1,06;0,12;0,15;0,17;674,7
16.01.2022 11:07:00;11913;9074;14,29;-9,9;4600;4303;3,9;6;0,08;0,04;0,46;18,3;663,83;84,4;3,73;40,72;0,616;0,158;0,117;40,2;112,7;80,6;0,17;0,07;0,14;2,09;0,42;0,06;2,72;2,99;1,36;0,69;0,93;0,07;0,13;0,12;674,7
16.01.2022 11:08:00;11912;9075;14,33;-10,1;4601;4309;3,86;6,17;0,1;0,05;0,48;18,5;663,8;84,4;3,75;40,72;0,633;0,147;0,117;40,2;112,8;80,6;0,17;0,06;0,19;2,02;0,36;0,08;2,77;3;1,37;0,68;0,91;0,09;0,13;0,16;674,4
16.01.2022 11:09:00;11913;9071;14,29;-10;4597;4307;3,9;6,28;0,08;0,06;0,47;18,6;663,83;84,4;3,75;40,72;0,63;0,157;0,117;40,2;112,8;80,5;0,17;0,07;0,22;1,98;0,33;0,07;2,82;3;1,38;0,69;0,9;0,08;0,15;0,2;674,6
16.01.2022 11:10:00;11913;9075;14,3;-9,8;4600;4310;3,92;6,22;0,08;0,05;0,46;18,8;663,83;84,4;3,76;40,72;0,627;0,165;0,117;40,3;112,7;80,6;0,17;0,06;0,21;1,99;0,3;0,07;2,72;3,04;1,37;0,66;1,01;0,08;0,17;0,15;674,4
16.01.2022 11:11:00;11917;9079;14,29;-9,8;4601;4315;3,9;6,39;0,07;0,07;0,5;18,7;663,83;84,4;3,71;40,72;0,616;0,155;0,117;40,3;112,8;80,6;0,17;0,07;0,19;2;0,39;0,07;2,67;3,03;1,37;0,67;0,98;0,06;0,13;0,16;675
16.01.2022 11:12:00;11915;9079;14,34;-9,9;4601;4317;3,89;6,2;0,07;0,05;0,48;18,6;663,86;84,4;3,74;40,73;0,613;0,158;0,117;40,2;112,8;80,6;0,17;0,07;0,21;2,06;0,35;0,07;2,75;3,02;1,38;0,68;0,87;0,09;0,15;0,15;675
16.01.2022 11:13:00;11913;9078;14,33;-10,1;4603;4313;3,88;5,94;0,1;0,07;0,45;18,6;663,83;84,4;3,71;40,72;0,627;0,177;0,117;40,3;112,8;80,6;0,17;0,07;0,13;2,14;0,32;0,08;2,71;3,03;1,4;0,72;1;0,1;0,13;0,15;674,6
16.01.2022 11:14:00;11915;9078;14,34;-9,9;4602;4319;3,9;6,29;0,11;0,09;0,47;18,8;663,8;84,4;3,71;40,72;0,629;0,158;0,117;40,3;112,9;80,6;0,17;0,07;0,29;2,11;0,42;0,07;2,72;2,97;1,39;0,66;0,96;0,07;0,15;0,16;674,7
16.01.2022 11:15:00;11913;9077;14,35;-10,2;4603;4317;3,9;6,04;0,1;0,05;0,5;18,6;663,86;84,4;3,71;40,72;0,622;0,168;0,117;40,2;112,9;80,6;0,17;0,06;0,12;2,1;0,34;0,09;2,74;2,97;1,37;0,68;0,92;0,12;0,13;0,17;674,5
16.01.2022 11:16:00;11916;9079;14,33;-9,5;4598;4314;3,89;6,17;0,07;0,08;0,49;18,6;663,8;84,4;3,64;40,72;0,619;0,161;0,117;40,2;112,8;80,6;0,17;0,07;0,22;2,03;0,36;0,05;2,77;2,98;1,38;0,74;0,92;0,09;0,11;0,15;675
16.01.2022 11:17:00;11918;9076;14,31;-9,4;4599;4298;3,86;6,12;0,07;0,06;0,5;18,7;663,86;84,4;3,71;40,72;0,628;0,156;0,117;40,2;112,9;80,6;0,18;0,07;0,12;2,07;0,39;0,09;2,72;3,01;1,37;0,69;0,94;0,09;0,09;0,17;675,3
16.01.2022 11:18:00;11909;9070;14,29;-10,1;4600;4306;3,87;6,02;0,12;0,08;0,48;18,6;663,83;84,4;3,68;40,72;0,621;0,16;0,117;40,2;112,9;80,6;0,17;0,06;0,17;2,12;0,33;0,1;2,72;2,99;1,36;0,68;0,89;0,1;0,15;0,13;674,2
16.01.2022 11:19:00;11910;9070;14,3;-10,1;4598;4302;3,9;6,3;0,07;0,08;0,52;18,5;663,83;84,4;3,75;40,72;0,633;0,17;0,117;40,2;112,8;80,6;0,17;0,07;0,17;2,12;0,37;0,08;2,78;2,97;1,38;0,66;0,99;0,08;0,12;0,17;673,9
16.01.2022 11:20:00;11908;9069;14,34;-10,1;4600;4305;3,92;6,1;0,11;0,05;0,45;18,7;663,83;84,4;3,69;40,72;0,63;0,16;0,117;40,2;112,9;80,6;0,17;0,06;0,14;2,1;0,29;0,08;2,76;3;1,38;0,68;0,92;0,07;0,16;0,16;674
16.01.2022 11:21:00;11912;9076;14,33;-10,1;4600;4309;3,83;6,1;0,09;0,06;0,47;18,8;663,8;84,4;3,69;40,72;0,641;0,17;0,117;40,2;112,8;80,6;0,17;0,07;0,22;2,07;0,37;0,11;2,79;3,01;1,39;0,65;0,92;0,12;0,13;0,17;674,4
16.01.2022 11:22:00;11913;9075;14,3;-10;4602;4300;3,87;6,57;0,09;0,1;0,45;18,8;663,83;84,4;3,7;40,72;0,633;0,162;0,117;40,2;112,9;80,6;0,17;0,06;0,24;2,15;0,28;0,04;2,63;3,01;1,36;0,65;0,94;0,05;0,14;0,13;674,6
16.01.2022 11:23:00;11910;9071;14,33;-9,8;4599;4307;3,89;6,28;0,09;0,12;0,48;18,8;663,8;84,4;3,68;40,71;0,626;0,149;0,117;40,2;112,8;80,6;0,17;0,07;0,17;2,09;0,41;0,05;2,66;3;1,37;0,7;0,92;0,12;0,1;0,13;674,1
16.01.2022 11:24:00;11909;9071;14,33;-9,9;4600;4308;3,89;6,45;0,08;0,07;0,48;18,9;663,83;84,4;3,65;40,71;0,632;0,158;0,117;40,2;112,8;80,5;0,17;0,07;0,14;2,07;0,34;0,1;2,75;3,04;1,37;0,67;0,97;0,11;0,17;0,15;674,2
16.01.2022 11:25:00;11908;9071;14,29;-10,1;4600;4315;3,93;6,01;0,06;0,05;0,47;18,8;663,83;84,4;3,7;40,71;0,63;0,156;0,118;40,2;112,9;80,5;0,17;0,06;0,26;2,07;0,35;0,05;2,79;3,02;1,37;0,69;0,93;0,09;0,09;0,18;674,2
16.01.2022 11:26:00;11910;9072;14,31;-10;4600;4312;3,95;5,96;0,07;0,1;0,49;18,8;663,8;84,4;3,73;40,72;0,623;0,147;0,117;40,2;112,8;80,5;0,16;0,07;0,28;2,14;0,44;0,07;2,7;2,99;1,36;0,66;0,95;0,09;0,17;0,12;674
16.01.2022 11:27:00;11910;9072;14,31;-10;4600;4312;3,95;5,96;0,07;0,1;0,49;18,8;663,8;84,4;3,73;40,72;0,623;0,147;0,117;40,2;112,8;80,5;0,16;0,07;0,28;2,14;0,44;0,07;2,7;2,99;1,36;0,66;0,95;0,09;0,17;0,12;674
16.01.2022 11:28:00;11911;9075;14,34;-10,2;4600;4313;3,86;6,25;0,07;0,08;0,5;18,6;663,8;84,4;3,76;40,72;0,624;0,164;0,117;40,2;112,7;80,5;0,17;0,07;0,31;2,13;0,36;0,06;2,69;3,02;1,39;0,68;1,01;0,1;0,11;0,18;674,1
16.01.2022 11:29:00;11913;9077;14,31;-10,1;4605;4312;4;6,18;0,09;0,07;0,48;18,7;663,83;84,4;3,74;40,73;0,636;0,17;0,117;40,2;112,7;80,6;0,17;0,07;0,29;2,15;0,33;0,05;2,69;3,01;1,39;0,67;0,91;0,05;0,17;0,18;674,6
16.01.2022 11:30:00;11910;9074;14,29;-10;4602;4309;3,93;6,42;0,09;0,07;0,48;18,7;663,83;84,4;3,76;40,72;0,623;0,164;0,117;40,2;112,8;80,6;0,17;0,06;0,31;2,15;0,37;0,08;2,63;3;1,37;0,65;0,86;0,09;0,17;0,15;674,4
16.01.2022 11:31:00;11915;9079;14,32;-9,8;4604;4320;4,06;6,6;0,11;0,05;0,46;18,6;663,8;84,4;3,68;40,71;0,64;0,161;0,118;40,2;112,8;80,6;0,18;0,07;0,28;2,23;0,39;0,1;2,61;3,03;1,36;0,67;0,92;0,08;0,19;0,18;674,7
16.01.2022 11:32:00;11922;9085;14,32;-9,9;4601;4314;3,96;6,37;0,12;0,07;0,49;18,5;663,8;84,4;3,71;40,69;0,627;0,152;0,117;40,2;112,9;80,6;0,17;0,07;0,28;2,24;0,36;0,08;2,56;3,01;1,36;0,65;1,02;0,1;0,12;0,16;675,7
16.01.2022 11:33:00;11919;9082;14,33;-10;4602;4313;3,89;6,08;0,1;0,06;0,48;18,5;663,83;84,4;3,7;40,7;0,625;0,163;0,117;40,2;113;80,6;0,18;0,07;0,22;2,11;0,36;0,09;2,63;3,06;1,39;0,69;0,94;0,07;0,12;0,14;675,7
16.01.2022 11:34:00;11912;9075;14,32;-10,1;4596;4307;3,92;6,03;0,09;0,04;0,51;18,7;663,83;84,4;3,7;40,61;0,633;0,152;0,117;40,2;112,9;80,6;0,17;0,07;0,26;2,15;0,4;0,05;2,7;3,04;1,38;0,66;0,92;0,06;0,1;0,16;674,2
16.01.2022 11:35:00;11912;9071;14,33;-10,1;4596;4301;3,97;5,94;0,15;0,07;0,48;18,8;663,86;84,4;3,75;40,62;0,616;0,157;0,117;40,2;112,9;80,5;0,17;0,06;0,19;2,19;0,35;0,05;2,74;2,98;1,37;0,67;0,95;0,08;0,12;0,16;674,4
16.01.2022 11:36:00;11910;9072;14,33;-10;4599;4312;3,85;5,88;0,09;0,05;0,52;18,9;663,83;84,4;3,75;40,62;0,611;0,168;0,117;40,2;112,8;80,5;0,17;0,07;0,2;2,17;0,39;0,07;2,7;3;1,38;0,64;0,98;0,1;0,1;0,15;674,3
16.01.2022 11:37:00;11912;9073;14,32;-10;4599;4314;3,94;5,87;0,06;0,09;0,49;18,8;663,83;84,4;3,73;40,64;0,615;0,156;0,117;40,2;112,8;80,5;0,17;0,07;0,17;2,19;0,39;0,08;2,67;3,02;1,38;0,69;0,94;0,11;0,21;0,17;674,6
16.01.2022 11:38:00;11910;9069;14,3;-9,9;4599;4306;3,92;6,24;0,11;0,08;0,47;18,8;663,8;84,4;3,68;40,65;0,634;0,162;0,117;40,2;112,9;80,6;0,17;0,07;0,17;2,13;0,34;0,05;2,71;3,02;1,37;0,66;0,93;0,12;0,14;0,17;674,6
16.01.2022 11:39:00;11916;9080;14,34;-10;4600;4307;3,85;6,09;0,11;0,06;0,49;18,7;663,78;84,4;3,65;40,65;0,628;0,169;0,117;40,2;112,9;80,6;0,18;0,07;0,16;2,17;0,3;0,08;2,64;2,99;1,38;0,7;0,92;0,08;0,17;0,16;674,9
16.01.2022 11:40:00;11914;9077;14,32;-10,1;4603;4309;3,89;6,2;0,07;0,09;0,5;18,8;663,83;84,4;3,67;40,64;0,617;0,162;0,117;40,2;112,9;80,6;0,17;0,07;0,25;2,19;0,31;0,06;2,7;3,01;1,38;0,68;0,96;0,1;0,11;0,18;674,5
16.01.2022 11:41:00;11916;9078;14,35;-10;4603;4310;3,94;6,09;0,06;0,08;0,51;18,9;663,8;84,4;3,65;40,64;0,623;0,161;0,117;40,2;112,9;80,6;0,18;0,07;0,15;2,16;0,4;0,06;2,71;3,02;1,37;0,68;0,96;0,09;0,1;0,21;674,3
16.01.2022 11:42:00;11916;9077;14,3;-9,9;4601;4317;3,91;6,82;0,08;0,06;0,51;19,1;663,83;84,4;3,65;40,65;0,621;0,16;0,117;40,2;112,9;80,5;0,17;0,06;0,2;2,14;0,3;0,05;2,77;3;1,38;0,69;0,92;0,09;0,13;0,15;674,7
